ID;Lat;Lon;UTM X (m);UTM Y (m);Depth (m);Elev (m);Year;Month;Day;Hour;Minute;OT(sec);RMS error;Remarks
2907;-1.6396119;101.1359456;737635.936;9818646.341;787.34;-787.34;2023;6;6;1;48;22.3099995;0.0021184;WCC
2908;-1.641072;101.1447835;738619.49;9818483.789;741.59;-741.59;2023;6;6;1;48;43.0999985;0.0033075;WCC
2909;-1.6428947;101.1480306;738980.702;9818281.794;612.63;-612.63;2023;6;6;1;51;12.5600004;0.0033197;WCC
2910;-1.6430224;101.1461914;738775.969;9818267.889;662.99;-662.99;2023;6;6;1;51;15.8500004;0.0029505;WCC
2911;-1.6427284;101.1415853;738263.308;9818300.959;862.31;-862.31;2023;6;6;1;51;30.2099991;0.0028034;WCC
2912;-1.6432568;101.1456055;738710.725;9818242.033;935.95;-935.95;2023;6;6;1;52;19.0499992;0.0033916;WCC
2913;-1.6427205;101.1435954;738487.049;9818301.592;892.63;-892.63;2023;6;6;1;52;40.2999992;0.003207;WCC
2914;-1.6412449;101.1438151;738511.679;9818464.781;948.38;-948.38;2023;6;6;1;52;50.2700005;0.0029627;WCC
2915;-1.6427709;101.1449463;738637.409;9818295.856;773.37;-773.37;2023;6;6;1;53;27.9899998;0.0027042;WCC
2916;-1.6445278;101.1420329;738312.916;9818101.876;854.12;-854.12;2023;6;6;1;54;5.2199998;0.0033488;WCC
2917;-1.6431403;101.1451742;738662.732;9818254.97;829.45;-829.45;2023;6;6;1;54;28.8600006;0.0029294;WCC
2918;-1.6434036;101.1426758;738384.609;9818226.145;887.67;-887.67;2023;6;6;1;54;37.4799995;0.0024442;WCC
2919;-1.6436864;101.1511719;739330.26;9818193.848;731.49;-731.49;2023;6;6;1;54;44.1199989;0.0025876;WCC
2920;-1.6388357;101.1488815;739075.893;9818730.655;1487.216;-1487.216;2023;6;6;1;54;53.202353;0.006525;Initial
2921;-1.6468089;101.1269938;736638.689;9817851.36;-327.4;327.4;2023;6;6;1;55;12.25;0.0011948;WCC
2922;-1.6410905;101.140804;738176.538;9818482.218;902.76;-902.76;2023;6;6;1;55;25.7800007;0.0033439;WCC
2923;-1.6429373;101.1402344;738112.918;9818278.014;657.61;-657.61;2023;6;6;1;55;44.5699997;0.0025538;WCC
2924;-1.6401559;101.1455485;738704.749;9818585.027;831.22;-831.22;2023;6;6;1;55;52.5;0.0024572;WCC
2925;-1.6435365;101.1392904;738007.773;9818211.85;852.44;-852.44;2023;6;6;1;56;1.1;0.0023918;WCC
2926;-1.643292;101.1431559;738438.062;9818238.432;936.95;-936.95;2023;6;6;1;56;8.25;0.0025709;WCC
2927;-1.6525172;101.1312744;737114.471;9817219.468;-1252.97;1252.97;2023;6;6;1;56;16.75;0.0720266;Reloc
2928;-1.6424582;101.1405273;738145.577;9818330.971;797.81;-797.81;2023;6;6;1;56;29.0300007;0.0030951;WCC
2929;-1.6483069;101.1286865;736826.921;9817685.468;-244.54;244.54;2023;6;6;1;56;36.7799988;0.0026854;WCC
2930;-1.6414352;101.1453532;738682.859;9818443.548;852.29;-852.29;2023;6;6;1;57;14.1999998;0.0030385;WCC
2931;-1.6423784;101.1440755;738540.529;9818339.374;777.38;-777.38;2023;6;6;1;57;25.5499992;0.0026824;WCC
2932;-1.6407714;101.139681;738051.577;9818517.647;921.42;-921.42;2023;6;6;1;57;28.8999996;0.0030829;WCC
2933;-1.6419828;101.1440755;738540.576;9818383.131;671.25;-671.25;2023;6;6;1;57;37.6500015;0.0029761;WCC
2934;-1.641836;101.1447021;738610.339;9818399.294;1014.48;-1014.48;2023;6;6;1;57;45.3199997;0.0029215;WCC
2935;-1.6392048;101.147404;738911.394;9818690.005;862.76;-862.76;2023;6;6;1;58;3.46;0.0027892;WCC
2936;-1.6402278;101.1433268;738457.447;9818577.339;867.78;-867.78;2023;6;6;1;58;51.3300018;0.0021198;WCC
2937;-1.6440894;101.1442627;738561.162;9818150.1;712.2;-712.2;2023;6;6;1;59;4.8800001;0.0031672;WCC
2938;-1.6445409;101.1251058;736428.81;9818102.441;-304.69;304.69;2023;6;6;2;0;18.2600002;0.0143854;Reloc
2939;-1.6427583;101.1433838;738463.492;9818297.437;826.42;-826.42;2023;6;6;2;0;50.3100014;0.0028228;WCC
2940;-1.6426351;101.1432699;738450.829;9818311.077;798.1;-798.1;2023;6;6;2;1;17.1299992;0.0031529;WCC
2941;-1.6433297;101.1435791;738485.163;9818234.212;603.16;-603.16;2023;6;6;2;1;29.5699997;0.0030452;WCC
2942;-1.6418044;101.1431803;738440.954;9818402.971;725.37;-725.37;2023;6;6;2;1;36.9900017;0.0028761;WCC
2943;-1.6392487;101.1451823;738664.096;9818685.415;618.75;-618.75;2023;6;6;2;1;54.5099983;0.0025044;WCC
2944;-1.6402355;101.1434814;738474.655;9818576.469;898.03;-898.03;2023;6;6;2;2;19.4099998;0.0035733;WCC
2945;-1.6463952;101.1349528;737524.628;9817896.171;732.36;-732.36;2023;6;6;2;3;32.5099983;0.0590564;Reloc
2946;-1.6445936;101.1446696;738606.393;9818094.283;617.07;-617.07;2023;6;6;2;5;16.2600002;0.0027833;WCC
2947;-1.6333632;101.1533936;739578.781;9819335.425;726.38;-726.38;2023;6;6;2;11;56.5800018;0.0005624;WCC
2948;-1.641032;101.143335;738458.265;9818488.386;780.05;-780.05;2023;6;6;2;57;14.1400003;0.0028314;WCC
2949;-1.6409027;101.143693;738498.128;9818502.645;758.02;-758.02;2023;6;6;2;57;29.3899994;0.0028187;WCC
2950;-1.6402958;101.1488444;739071.593;9818569.159;628.4;-628.4;2023;6;6;2;57;54.1199989;0.0027601;WCC
2951;-1.6401623;101.1381266;737878.633;9818585.203;728.61;-728.61;2023;6;6;2;58;2.1600001;0.0047346;WCC
2952;-1.6417577;101.1482096;739000.761;9818407.535;-4.95;4.95;2023;6;6;2;58;18.0499992;0.0005499;WCC
2953;-1.645944;101.1352458;737557.294;9817946.042;309.68;-309.68;2023;6;6;2;58;41.3400002;0.000265;WCC
2954;-1.6418082;101.1470459;738871.226;9818402.089;485.8;-485.8;2023;6;6;2;59;47.0200005;0.002671;WCC
2955;-1.6386007;101.1524333;739471.27;9818756.223;1046.39;-1046.39;2023;6;6;22;40;15.7200003;0.0018199;WCC
2956;-1.63310717;101.1588353;740184.524;9819363.095;3767.045;-3767.045;2023;6;20;20;10;27.013595;0.031162;Initial
2957;-1.68157651;101.1257316;736494.048;9814005.952;5187.5;-5187.5;2023;6;21;21;54;14.827303;0.03503;Initial
2958;-1.6621792;101.1343424;737454.808;9816150.406;6549.35;-6549.35;2023;6;21;22;1;19.7999992;0.0092634;Reloc
2959;-1.6551626;101.1323812;737237.351;9816926.733;4895.2;-4895.2;2023;6;21;22;28;47.8199997;0.0095344;Reloc
2960;-1.6620865;101.1291585;736877.82;9816161.282;5598.21;-5598.21;2023;6;22;9;57;0.39;0.0105779;Reloc
2961;-1.62368246;101.134126;737435.268;9820408.482;-1293.324;1293.324;2023;6;27;17;47;0.121354;0.006669;Initial
2962;-1.641104;101.1386475;737936.501;9818480.981;662.25;-662.25;2023;7;4;19;19;48.5;0.0028231;WCC
2963;-1.6040247;101.1801945;742565.476;9822577.381;642.045;-642.045;2023;7;4;21;56;7.506358;0.0283;Initial
2964;-1.62764095;101.1121711;734991.071;9819973.214;1622.159;-1622.159;2023;7;5;0;17;41.69679;0.035801;Initial
2965;-1.63953859;101.1829062;742863.095;9818648.81;-1744.318;1744.318;2023;7;7;20;24;54.28345;0.014425;Initial
2966;-1.6947856;101.1312744;737109.39;9812544.249;2196.94;-2196.94;2023;7;8;12;21;33.5299988;0.1097296;Reloc
2967;-1.6457657;101.1261393;736543.701;9817966.847;283.82;-283.82;2023;7;14;23;38;10.1800003;0.0000106;WCC
2968;-1.6412711;101.1427165;738389.393;9818462.014;880.55;-880.55;2023;7;15;2;2;49.2999992;0.0030368;WCC
2969;-1.6411074;101.1404134;738133.059;9818480.395;834.31;-834.31;2023;7;15;2;5;39.8699989;0.0032488;WCC
2970;-1.61809522;101.1058776;734291.667;9821029.762;1437.5;-1437.5;2023;7;15;4;25;32.471515;0.027259;Initial
2971;-1.60682653;101.1389546;737974.702;9822272.321;-1140.625;1140.625;2023;7;15;4;36;18.917047;0.011171;Initial
2972;-1.6405688;101.1415853;738263.564;9818539.829;900.6;-900.6;2023;7;15;9;27;6.6399999;0.0020822;WCC
2973;-1.6412936;101.143221;738445.545;9818459.465;757.37;-757.37;2023;7;15;9;29;55.1500015;0.0033403;WCC
2974;-1.6413415;101.143221;738445.539;9818454.167;703.64;-703.64;2023;7;15;9;30;2.79;0.0032771;WCC
2975;-1.6416845;101.1421712;738328.647;9818416.353;733.98;-733.98;2023;7;15;9;30;27.4400005;0.0029325;WCC
2976;-1.6412882;101.1433594;738460.95;9818460.046;728.16;-728.16;2023;7;15;9;31;39.7299995;0.0023721;WCC
2977;-1.6336267;101.1224284;736132.078;9819309.948;209.1;-209.1;2023;7;17;15;4;33.3699989;0.0395848;Reloc
2978;-1.6407045;101.1434326;738469.167;9818524.599;801.48;-801.48;2023;7;19;2;5;31.2999992;0.0034124;WCC
2979;-1.6396954;101.1419434;738303.527;9818636.392;1116.06;-1116.06;2023;7;19;2;18;47.7000008;0.0032938;WCC
2980;-1.642254;101.145988;738753.42;9818352.906;815.82;-815.82;2023;7;19;2;21;5.5599999;0.0024168;WCC
2981;-1.6366629;101.1522054;739446.133;9818970.589;947.03;-947.03;2023;7;19;2;21;8.79;0.0705003;Reloc
2982;-1.6397306;101.1419189;738300.796;9818632.501;951.72;-951.72;2023;7;19;2;59;40.5400009;0.0030789;WCC
2983;-1.6419247;101.1439128;738522.473;9818389.577;797.6;-797.6;2023;7;19;3;0;3.8599999;0.0029248;WCC
2984;-1.6408529;101.1475993;738932.937;9818507.687;590.99;-590.99;2023;7;19;3;0;15.3299999;0.0031353;WCC
2985;-1.6418399;101.1434977;738476.279;9818399.006;689.15;-689.15;2023;7;19;3;0;25.7999992;0.0028196;WCC
2986;-1.6436859;101.1389648;737971.514;9818195.364;791.4;-791.4;2023;7;19;3;1;0.3;0.0024832;WCC
2987;-1.645377;101.143693;738497.597;9818007.749;545.5;-545.5;2023;7;19;3;1;12.75;0.0027203;WCC
2988;-1.6419281;101.1426025;738376.626;9818389.357;639.08;-639.08;2023;7;19;3;1;20.8799992;0.0031168;WCC
2989;-1.6416547;101.137264;737782.442;9818420.234;912.19;-912.19;2023;7;19;3;1;31.0100002;0.0024728;WCC
2990;-1.6398931;101.1463623;738795.363;9818613.998;941.31;-941.31;2023;7;19;3;1;58.9099998;0.0028299;WCC
2991;-1.6419928;101.1414714;738250.718;9818382.336;969.6;-969.6;2023;7;19;3;2;24.1900005;0.0023011;WCC
2992;-1.6411789;101.1425944;738375.813;9818472.226;703.43;-703.43;2023;7;19;3;2;31.3600006;0.002187;WCC
2993;-1.63054189;101.167255;741122.024;9819645.833;-1957.386;1957.386;2023;7;19;3;3;0.916818;0.01738;Initial
2994;-1.6462072;101.141333;738234.813;9817916.204;406.88;-406.88;2023;7;19;3;3;5.1300001;0.0024686;WCC
2995;-1.6423016;101.1408285;738179.121;9818348.257;780.47;-780.47;2023;7;19;3;3;49.4199982;0.0021541;WCC
2996;-1.6414032;101.1443522;738571.443;9818447.207;862.16;-862.16;2023;7;19;3;4;25.7199993;0.0028865;WCC
2997;-1.6427887;101.1401042;738098.444;9818294.466;432.21;-432.21;2023;7;19;3;4;42.9900017;0.0024583;WCC
2998;-1.6399843;101.1395182;738033.549;9818604.726;1016.93;-1016.93;2023;7;19;3;4;47.2900009;0.0021213;WCC
2999;-1.6419595;101.1420247;738312.308;9818385.953;954.08;-954.08;2023;7;19;3;5;55.3499985;0.0028271;WCC
3000;-1.6395819;101.1452881;738675.832;9818648.547;808.51;-808.51;2023;7;19;3;6;34.2099991;0.0031903;WCC
3001;-1.6421638;101.1442057;738555.046;9818363.095;674.75;-674.75;2023;7;19;3;7;18.0200005;0.0036322;WCC
3002;-1.6436817;101.1428141;738399.97;9818195.369;712.45;-712.45;2023;7;19;3;7;20.1499996;0.0030244;WCC
3003;-1.6411978;101.1522868;739454.654;9818468.977;490.68;-490.68;2023;7;19;3;8;37.6899986;0.0023025;WCC
3004;-1.6430756;101.1438314;738513.276;9818262.287;782.77;-782.77;2023;7;19;3;10;29.8700008;0.0042932;WCC
3005;-1.6404353;101.1440267;738535.327;9818554.304;842.3;-842.3;2023;7;19;3;11;7.8899999;0.003386;WCC
3006;-1.6365598;101.1474528;738917.14;9818982.56;1312.67;-1312.67;2023;7;19;3;12;10.6899996;0.0012519;WCC
3007;-1.641649;101.1479167;738968.172;9818419.593;667.19;-667.19;2023;7;19;3;14;29.5900002;0.0031496;WCC
3008;-1.641767;101.1457601;738728.111;9818406.799;428.98;-428.98;2023;7;19;3;14;38.3800011;0.003068;WCC
3009;-1.6394833;101.1418376;738291.776;9818659.865;833.3;-833.3;2023;7;19;3;17;13.8999996;0.0029431;WCC
3010;-1.6410165;101.1452311;738669.318;9818489.875;815.88;-815.88;2023;7;19;3;22;8.3000002;0.0033162;WCC
3011;-1.639102;101.1429118;738411.388;9818701.912;857.46;-857.46;2023;7;19;3;23;0.53;0.0038554;WCC
3012;-1.6411701;101.143335;738458.248;9818473.111;743.7;-743.7;2023;7;19;3;23;19.3799992;0.0035277;WCC
3013;-1.641566;101.1423258;738345.87;9818429.442;874.61;-874.61;2023;7;19;3;23;22.7600002;0.0031242;WCC
3014;-1.6373154;101.1390218;737978.612;9818899.988;1031.77;-1031.77;2023;7;19;3;23;38.4099998;0.0029546;WCC
3015;-1.6413657;101.1444661;738584.126;9818451.341;698.38;-698.38;2023;7;19;3;24;8.7600002;0.0033203;WCC
3016;-1.6399698;101.1415527;738260.007;9818606.087;952.01;-952.01;2023;7;19;3;24;11.8299999;0.003608;WCC
3017;-1.6440172;101.1402913;738119.124;9818158.561;747.36;-747.36;2023;7;19;3;24;18.0699997;0.0033095;WCC
3018;-1.641544;101.1430094;738421.962;9818431.794;638.75;-638.75;2023;7;19;3;26;25.9799995;0.003206;WCC
3019;-1.643971;101.1360189;737643.58;9818164.18;842.44;-842.44;2023;7;19;3;26;54.3899994;0.0026524;WCC
3020;-1.6384221;101.1496012;739156.054;9818776.317;843.77;-843.77;2023;7;19;3;28;6.3299999;0.0031751;WCC
3021;-1.6360238;101.1395833;738041.263;9819042.783;1132.28;-1132.28;2023;7;19;3;28;11.2799997;0.0062532;WCC
3022;-1.6407162;101.1485189;739035.312;9818522.698;625.57;-625.57;2023;7;19;3;29;4.25;0.0028039;WCC
3023;-1.6447342;101.1405762;738150.75;9818079.22;542.7;-542.7;2023;7;19;3;30;50.9900017;0.0029918;WCC
3024;-1.647629;101.1415771;738261.814;9817758.911;515.55;-515.55;2023;7;19;3;37;19.5699997;0.0021827;WCC
3025;-1.6392279;101.1313232;737121.474;9818689.363;737.97;-737.97;2023;7;19;3;39;24.3299999;0.0016664;WCC
3026;-1.6442588;101.1471924;738887.241;9818131.013;692.45;-692.45;2023;7;19;3;48;22.0499992;0.0026598;WCC
3027;-1.6414045;101.1423096;738344.086;9818447.307;809.51;-809.51;2023;7;19;19;1;51.0999985;0.0030334;WCC
3028;-1.641888;101.1414063;738243.484;9818393.935;759.85;-759.85;2023;7;20;1;15;46.2400017;0.0031926;WCC
3029;-1.6406251;101.1412028;738220.983;9818533.647;796.67;-796.67;2023;7;20;1;16;25.0699997;0.0029864;WCC
3030;-1.6394679;101.1444743;738585.263;9818661.254;978.91;-978.91;2023;7;20;1;18;27.2000008;0.0027275;WCC
3031;-1.6418835;101.1418945;738297.825;9818394.375;723.78;-723.78;2023;7;20;16;59;18.8099995;0.0037995;WCC
3032;-1.6396928;101.1433838;738463.855;9818636.508;868.75;-868.75;2023;7;21;6;50;53.0400009;0.0031718;WCC
3033;-1.6454231;101.1426595;738382.555;9818002.773;621.22;-621.22;2023;7;21;12;31;45.7400017;0.0035949;WCC
3034;-1.6449203;101.1433105;738455.076;9818058.309;583.94;-583.94;2023;7;23;3;56;19.4400005;0.0040468;WCC
3035;-1.59750935;101.1070597;734425.595;9823306.548;-1048.295;1048.295;2023;7;26;0;17;42.295181;0.037818;Initial
3036;-1.5951392;101.0947021;733050.367;9823570.105;7227.44;-7227.44;2023;7;26;23;34;33.9799995;0.009486;Reloc
3037;-1.6418854;101.1453369;738680.991;9818393.754;691.05;-691.05;2023;7;31;23;41;35.3400002;0.0033093;WCC
3038;-1.6139633;101.1032959;734004.778;9821487.075;5401.45;-5401.45;2023;8;10;22;25;12.1000004;0.008547;Reloc
3039;-1.62120873;101.0875647;732252.976;9820687.5;3610.795;-3610.795;2023;8;15;18;31;16.008597;0.063346;Initial
3040;-1.63530559;101.1160562;735422.619;9819125;4619.318;-4619.318;2023;8;21;20;43;14.745488;0.033141;Initial
3041;-1.58996327;101.1185495;735705.357;9824139.881;-1076.705;1076.705;2023;8;22;10;37;23.912445;0.028215;Initial
3042;-1.6421178;101.1398112;738065.91;9818368.708;928.84;-928.84;2023;8;25;22;0;2.9200001;0.0018884;WCC
3043;-1.6410328;101.144165;738550.65;9818488.199;823.77;-823.77;2023;8;25;22;1;20.6399994;0.0029666;WCC
3044;-1.6493362;101.1360921;737651.091;9817570.736;559.05;-559.05;2023;8;25;22;1;29.4200001;0.0001744;WCC
3045;-1.6416503;101.1434408;738469.968;9818419.984;682.48;-682.48;2023;8;25;22;1;39.7200012;0.0028473;WCC
3046;-1.6396521;101.1340902;737429.412;9818642.115;810.94;-810.94;2023;8;25;22;2;23.9200001;0.0012159;WCC
3047;-1.6413649;101.1431234;738434.673;9818451.59;746.89;-746.89;2023;8;25;22;2;28.1599998;0.0028352;WCC
3048;-1.6412036;101.1525879;739488.168;9818468.3;393.67;-393.67;2023;8;25;22;2;42.2599983;0.0036927;WCC
3049;-1.6409205;101.1438721;738518.062;9818500.655;676.6;-676.6;2023;8;25;22;2;51.5200005;0.0028543;WCC
3050;-1.6416754;101.1441813;738552.388;9818417.12;815.15;-815.15;2023;8;25;22;2;58.4199982;0.00312;WCC
3051;-1.6396915;101.1508708;739297.22;9818635.758;37.02;-37.02;2023;8;25;22;3;19.7600002;0.0685108;Reloc
3052;-1.6433963;101.1372396;737779.52;9818227.601;817.65;-817.65;2023;8;25;22;3;24.8400002;0.0021246;WCC
3053;-1.63700651;101.1608448;740407.738;9818931.548;-1985.795;1985.795;2023;8;25;22;3;27.505235;0.014607;Initial
3054;-1.6437298;101.1402832;738118.256;9818190.351;802.64;-802.64;2023;8;25;22;3;32.4399986;0.0033116;WCC
3055;-1.6414563;101.1413737;738239.907;9818441.689;866.95;-866.95;2023;8;25;22;3;45.5;0.0026254;WCC
3056;-1.6472692;101.1242187;736329.749;9817800.777;69.07;-69.07;2023;8;25;22;4;22.0400009;0.0009556;WCC
3057;-1.6418046;101.1445557;738594.047;9818402.784;766.62;-766.62;2023;8;25;22;4;39.3199997;0.0029481;WCC
3058;-1.6426369;101.1442627;738561.335;9818310.76;799.05;-799.05;2023;8;25;22;4;42.7200012;0.0028033;WCC
3059;-1.6384453;101.1485921;739043.73;9818773.871;579.17;-579.17;2023;8;25;22;5;22.7199993;0.0024855;WCC
3060;-1.6396495;101.156429;739915.902;9818639.737;269.54;-269.54;2023;8;25;22;5;45.7999992;0.0016562;WCC
3061;-1.6443091;101.1363118;737676.141;9818126.749;654.17;-654.17;2023;8;25;22;7;34.0800018;0.0022241;WCC
3062;-1.6427888;101.1416423;738269.646;9818294.271;649.65;-649.65;2023;8;25;22;9;17.3799992;0.0034016;WCC
3063;-1.643047;101.1451986;738665.459;9818265.287;534.58;-534.58;2023;8;25;22;9;21.8799992;0.0032575;WCC
3064;-1.6400542;101.1448161;738623.239;9818596.363;1002.92;-1002.92;2023;8;25;22;9;33.5999985;0.002505;WCC
3065;-1.6317337;101.1671631;741111.653;9819514.017;-232.47;232.47;2023;8;25;22;9;51.0200005;0.0091976;Reloc
3066;-1.6399473;101.1463786;738797.171;9818608.001;697.92;-697.92;2023;8;25;22;11;54.9599991;0.0022952;WCC
3067;-1.6404271;101.1518311;739404.023;9818554.278;605.52;-605.52;2023;8;25;22;12;15.1999998;0.0022178;WCC
3068;-1.6367776;101.1541585;739663.516;9818957.669;406.43;-406.43;2023;8;25;22;14;11.6999998;0.0013195;WCC
3069;-1.6387482;101.147526;738925.028;9818740.495;496.23;-496.23;2023;8;28;21;39;39.1599998;0.0024008;WCC
3070;-1.6443484;101.1331217;737321.056;9818122.782;540.33;-540.33;2023;8;28;22;8;57.2000008;0.0020627;WCC
3071;-1.6417683;101.1393311;738012.513;9818407.423;773.16;-773.16;2023;8;29;14;22;51.0400009;0.0033794;WCC
3072;-1.6411549;101.1387777;737950.988;9818475.336;939.44;-939.44;2023;8;29;18;13;50.7000008;0.0023776;WCC
3073;-1.64323811;101.1210112;735973.214;9818247.024;-1985.795;1985.795;2023;8;29;18;14;32.948464;0.024337;Initial
3074;-1.6425737;101.136263;737670.915;9818318.704;636.67;-636.67;2023;8;30;1;31;17.6800003;0.0024091;WCC
3075;-1.6414579;101.1280518;736757.082;9818443.095;-16.04;16.04;2023;8;30;5;46;14.5;0.0576847;Reloc
3076;-1.6394891;101.1476237;738935.815;9818658.533;600.34;-600.34;2023;8;30;5;46;27.1299992;0.0022455;WCC
3077;-1.6423926;101.1467773;738841.259;9818337.481;410.9;-410.9;2023;8;30;5;47;3.77;0.0022438;WCC
3078;-1.641812;101.1440348;738536.066;9818402.028;904.46;-904.46;2023;8;30;5;47;5.5100002;0.0033855;WCC
3079;-1.6427113;101.1265299;736587.537;9818304.64;151.88;-151.88;2023;8;30;5;47;14.0500002;0.0000368;WCC
3080;-1.6377138;101.1538574;739629.89;9818854.152;695.51;-695.51;2023;8;30;5;47;22.7199993;0.0007955;WCC
3081;-1.639274;101.1483643;739018.275;9818682.236;596.07;-596.07;2023;8;30;5;47;28.4899998;0.0024177;WCC
3082;-1.63965142;101.1409945;738197.917;9818641.369;776.989;-776.989;2023;8;30;5;47;37.996001;0.001661;Initial
3083;-1.6409776;101.1279704;736748.079;9818496.23;-655.42;655.42;2023;8;30;5;47;51.2700005;0.0182112;Reloc
3084;-1.6434261;101.1429118;738410.875;9818223.629;724.33;-724.33;2023;8;30;5;50;21.9300003;0.0023304;WCC
3085;-1.6415492;101.1410156;738200.036;9818431.456;693.23;-693.23;2023;8;30;5;50;28.2800007;0.0026223;WCC
3086;-1.6426706;101.1491048;739100.296;9818306.453;953.47;-953.47;2023;8;30;14;17;58.7000008;0.0016033;WCC
3087;-1.6452421;101.1392741;738005.756;9818023.198;466.9;-466.9;2023;8;30;14;22;58.1199989;0.0693483;Reloc
3088;-1.6417545;101.1418701;738295.124;9818408.646;724.99;-724.99;2023;8;30;14;35;52.6699982;0.0029759;WCC
3089;-1.7082069;101.1747152;741942.919;9811054.328;7716.96;-7716.96;2023;9;11;2;12;34.7900009;0.0098583;Reloc
3090;-1.7084164;101.194222;744114.139;9811028.686;-1800.77;1800.77;2023;9;11;2;17;42.9599991;0.0691226;Reloc
3091;-1.70849898;101.1123911;735005.952;9811029.762;-721.591;721.591;2023;9;11;2;19;35.939195;0.078749;Initial
3092;-1.708193;101.1799886;742529.885;9811055.201;7488.01;-7488.01;2023;9;11;2;35;19.25;0.0098583;Reloc
3093;-1.7083817;101.2080729;745655.864;9811030.758;-1114.55;1114.55;2023;9;11;2;46;58.2900009;0.0691226;Reloc
3094;-1.6433014;101.1375081;737809.418;9818238.066;607.53;-607.53;2023;9;13;15;18;58.2000008;0.002132;WCC
3095;-1.6392611;101.1490723;739097.083;9818683.579;461.07;-461.07;2023;9;14;16;1;7.1300001;0.002445;WCC
3096;-1.6382468;101.1480794;738986.686;9818795.888;633.12;-633.12;2023;9;14;16;1;16.6000004;0.0028449;WCC
